25, 25, 0.01, 47.281624, 1.161595, 1.053297, 5.287466, overloaded, 1
25, 25, 0.05, 60.985381, 1.105707, 0.841522, 4.099343, underloaded, 0.9
25, 20, 0.01, 48.816041, 1.340045, 1.019053, 5.121267, overloaded, 0.8
25, 20, 0.05, 59.404773, 1.227345, 1.012811, 4.208416, overloaded, 0.8
25, 15, 0.01, 49.263396, 1.199513, 0.930594, 5.074762, overloaded, 0.6
25, 15, 0.05, 60.439184, 1.164808, 0.955364, 4.136389, overloaded, 0.6
25, 10, 0.01, 56.221362, 1.22247, 0.882516, 4.446708, overloaded, 0.4
25, 10, 0.05, 70.2344, 1.374248, 1.083292, 3.559509, overloaded, 0.4
25, 5, 0.01, 127.187533, 1.334457, 1.239722, 1.965601, overloaded, 0.2
25, 5, 0.05, 119.756246, 1.307507, 1.10067, 2.087574, overloaded, 0.2
