15, 15, 0.01, 16.806772, 0.434518, 0.351934, 8.924974, overloaded, 1
15, 15, 0.05, 22.322331, 0.417679, 0.373367, 6.719728, underloaded, 0.6
15, 12, 0.01, 16.06279, 0.397528, 0.296508, 9.338353, overloaded, 0.8
15, 12, 0.05, 23.385434, 0.46466, 0.398854, 6.414249, underloaded, 0.6
15, 9, 0.01, 16.430966, 0.330468, 0.246979, 9.129104, overloaded, 0.6
15, 9, 0.05, 24.806281, 0.398157, 0.3255, 6.046856, underloaded, 0.5
15, 6, 0.01, 21.713534, 0.45204, 0.384741, 6.908134, overloaded, 0.4
15, 6, 0.05, 21.386807, 0.288462, 0.223165, 7.01367, underloaded, 0.4
15, 3, 0.01, 38.991142, 0.423455, 0.378652, 3.847028, overloaded, 0.2
15, 3, 0.05, 38.403747, 0.408257, 0.351453, 3.905869, overloaded, 0.2
